name,artists,primary_color,album_name,album_image,album_type,spotify_url
Nostalgia,Surf Curse,undefined,Nothing Yet,https://i.scdn.co/image/ab67616d0000b27354c647735467496413c355d0,album,https://open.spotify.com/track/2tVvqrNbWLsfL5fPuoIbR2
Just Kiss Her,Concorde,undefined,Summer House,https://i.scdn.co/image/ab67616d0000b2734301d70ca98c243265701d8d,album,https://open.spotify.com/track/4fmU11hc9cNOvnD1rvddUl
Honey, No Estás,Bratty,undefined,Delusión,https://i.scdn.co/image/ab67616d0000b27372e7304836cc50fd5d99493f,album,https://open.spotify.com/track/4tiMBMyoWSRPmLHg16VpUs
Butterflies,Skrillex, Starrah, Four Tet,undefined,Butterflies,https://i.scdn.co/image/ab67616d0000b273f70df03ae90f243c2d533abe,single,https://open.spotify.com/track/6cq5CiTm239TeNEE6YjqfE
Too Bizarre (with Swae Lee & Siiickbrain),Skrillex, Swae Lee, Siiickbrain,undefined,Too Bizarre (with Swae Lee & Siiickbrain),https://i.scdn.co/image/ab67616d0000b273416ffbfb4d96b4464f0af0d7,single,https://open.spotify.com/track/5YRcIZnrTmdXgZJwmT0LJS
Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady],Skrillex, Noisia, josh pan, Dylan Brady,undefined,Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady],https://i.scdn.co/image/ab67616d0000b2736a234b99763fe093e7989ebe,single,https://open.spotify.com/track/7gCuKTyBb5nurNalzs0Hvp
Where Are Ü Now (with Justin Bieber),Jack Ü, Skrillex, Diplo, Justin Bieber,undefined,Skrillex and Diplo present Jack Ü,https://i.scdn.co/image/ab67616d0000b27357fc4730e06c9ab20c1e073b,album,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
En Mi Cuarto,Jhayco, Skrillex,undefined,En Mi Cuarto,https://i.scdn.co/image/ab67616d0000b27398c62434b879af69206530c5,single,https://open.spotify.com/track/6Ee34qCOE6FBzEPRAGwSrn
Don’t Go (with Justin Bieber & Don Toliver),Skrillex, Justin Bieber, Don Toliver,undefined,Don’t Go (with Justin Bieber & Don Toliver),https://i.scdn.co/image/ab67616d0000b27331e53a199694be10fbe9abd3,single,https://open.spotify.com/track/55sgQENF3LY1sUcJUwasLl
Haunted,Laura Les,undefined,Haunted,https://i.scdn.co/image/ab67616d0000b273e189a58c143802bd6c85ed94,single,https://open.spotify.com/track/1toNKayLMeCcVlsLGXJl7n
Can I Call You Tonight?,Dayglow,undefined,Fuzzybrain,https://i.scdn.co/image/ab67616d0000b273ccd63af052f7e438c05f6c94,album,https://open.spotify.com/track/64lsIF5pw0sJY0gV5kz0RN
Privado,Rvssian, Nicky Jam, Farruko, Arcángel, Konshens,undefined,Privado - Single,https://i.scdn.co/image/ab67616d0000b273ecb1fc4eb4f99c0a7457cb09,single,https://open.spotify.com/track/0nPGZNoj1fUNMQdNCwEeda
Drip,Klondike Blonde,undefined,Drip,https://i.scdn.co/image/ab67616d0000b273e62310eef038adc145d924fd,single,https://open.spotify.com/track/6zrfAPoNiJyeJnYl9dHSmQ
Freaks,Surf Curse,undefined,Freaks,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,single,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
Danny Phantom (feat. XXXTENTACION),Trippie Redd, XXXTENTACION,undefined,Trip At Knight (Complete Edition),https://i.scdn.co/image/ab67616d0000b273d01b8867ca76ba7a4c15a9a4,album,https://open.spotify.com/track/7jjbfUEecddD2AW1UncQzb
Matt Hardy 999 (feat. Juice WRLD),Trippie Redd, Juice WRLD,undefined,Trip At Knight,https://i.scdn.co/image/ab67616d0000b27365d8e34ca619cf5bdc1cbd31,album,https://open.spotify.com/track/4zbr7Cp3UB00FurUovPU03
Miss The Rage (feat. Playboi Carti),Trippie Redd, Playboi Carti,undefined,Trip At Knight,https://i.scdn.co/image/ab67616d0000b27365d8e34ca619cf5bdc1cbd31,album,https://open.spotify.com/track/6iBlllot0wdy8f7V5t8OnR
Dead Man Walking,Brent Faiyaz,undefined,Dead Man Walking,https://i.scdn.co/image/ab67616d0000b273fa40d26659b33036efcfd43f,single,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk
In My Room,Frank Ocean,undefined,In My Room,https://i.scdn.co/image/ab67616d0000b273db974f9533dd9b362891b5db,single,https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL
Fame - A COLORS ENCORE,Rema,undefined,Fame - A COLORS ENCORE,https://i.scdn.co/image/ab67616d0000b2731c426e4a73de316c90eec296,single,https://open.spotify.com/track/2QvH1FPHBBWRYA0K9X89le
VOICES (feat. XXXTENTACION),Skye, XXXTENTACION,undefined,VOICES (feat. XXXTENTACION),https://i.scdn.co/image/ab67616d0000b273a5d0554e895c134a0f6e981e,single,https://open.spotify.com/track/2Yr2BzqNDpIh0YQcnFqM09
Trap (feat. Lil Baby),SAINt JHN, Lil Baby,undefined,Ghetto Lenny's Love Songs,https://i.scdn.co/image/ab67616d0000b273cdb624d3049740537b9f7b50,album,https://open.spotify.com/track/2Y8hY4rRRQQjdaZkkwzpd9
FLIP THE SWITCH (feat. Drake),Quavo, Drake,undefined,QUAVO HUNCHO,https://i.scdn.co/image/ab67616d0000b273a1fc738279f01eb8086fc44d,album,https://open.spotify.com/track/1rlIrbWboTRGeKfHhgbJRZ
Elevate,347aidan,undefined,Elevate,https://i.scdn.co/image/ab67616d0000b273e1f2015c50b29afa49f5c296,single,https://open.spotify.com/track/2lgEMwLhBW99yteIFovAjQ
Drugs You Should Try It,Princ£ Aureliu$,undefined,Drugs You Should Try It,https://i.scdn.co/image/ab67616d0000b273fecceb32930e289187d763d0,single,https://open.spotify.com/track/5gkFeGjfH66fHvxBHeee1q
Real Baby Pluto,Future, Lil Uzi Vert,undefined,Pluto x Baby Pluto (Deluxe),https://i.scdn.co/image/ab67616d0000b2738efe5b8d9a3544b98aa6a85e,album,https://open.spotify.com/track/2B6CpkK0Rz67UzwDTW2Jt7
Holy Smokes (feat. Lil Uzi Vert),Trippie Redd, Lil Uzi Vert,undefined,Trip At Knight,https://i.scdn.co/image/ab67616d0000b27365d8e34ca619cf5bdc1cbd31,album,https://open.spotify.com/track/26LC5kDFE0vWJzVyaENajX
Drama Queen,Elliot Lee,undefined,Drama Queen,https://i.scdn.co/image/ab67616d0000b2731cf2d09d7646421a7a6db205,single,https://open.spotify.com/track/3p1COnZ1zXd9ZHvyArfdTw
Un Ratito Mas,Bryant Myers, Bad Bunny,undefined,Un Ratito Mas,https://i.scdn.co/image/ab67616d0000b2736b1e4073e1ba9ddb53291544,single,https://open.spotify.com/track/2SzgK8i6si6ETtu57nTdSn
Darte,Alex Rose, Myke Towers,undefined,Sexflix,https://i.scdn.co/image/ab67616d0000b2735f84d9b621732d015c7ed787,single,https://open.spotify.com/track/69NkJxpioPfy8rWe4l3EXr
Wao,Sech,undefined,42,https://i.scdn.co/image/ab67616d0000b273fe23dd528684203b1b2eb754,album,https://open.spotify.com/track/2B4nQ6yvVVBMqfgOrYtubb
LA CANCIÓN,J Balvin, Bad Bunny,undefined,OASIS,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,album,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
Diva (feat. Lil Tecca),The Kid LAROI, Lil Tecca,undefined,Diva (feat. Lil Tecca),https://i.scdn.co/image/ab67616d0000b2731ae71e77aef7c34227027daa,single,https://open.spotify.com/track/7gVwgc8b3XnO87TpmXXFA5
MIDDLE CHILD,J. Cole,undefined,MIDDLE CHILD,https://i.scdn.co/image/ab67616d0000b2737f37a4001ae7d8be430bd91b,single,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
BAD!,XXXTENTACION,undefined,SKINS,https://i.scdn.co/image/ab67616d0000b273da9e59639a9759d8952890c6,album,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
Everybody Dies In Their Nightmares,XXXTENTACION,undefined,17,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,album,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
Ski,Young Stoner Life, Young Thug, Gunna,undefined,Slime Language 2,https://i.scdn.co/image/ab67616d0000b2737939ff11c32b23060cc22bb5,album,https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
Off Deez (with J. Cole),JID, J. Cole,undefined,DiCaprio 2,https://i.scdn.co/image/ab67616d0000b273f5991f6f1f0de2277bb8d948,album,https://open.spotify.com/track/3JAeYOjyJodI4PRs44lx2l
Life Is Good (feat. Drake),Future, Drake,undefined,High Off Life,https://i.scdn.co/image/ab67616d0000b273935d8d5369bc55e74a39303e,album,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
Ex Bitch,XXXTENTACION,undefined,Bad Vibes Forever,https://i.scdn.co/image/ab67616d0000b273fa96fd3251629605bb59345d,album,https://open.spotify.com/track/40KuvsFD0zpUFuCcmt5Xm0
Fuck Love,XXXTENTACION, Trippie Redd,undefined,17,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,album,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
Tell Em,Cochise, $NOT,undefined,Tell Em,https://i.scdn.co/image/ab67616d0000b273e60b56aa1e58fe76240a101b,single,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
Blixky Gang Freestyle,22Gz,undefined,Growth & Development,https://i.scdn.co/image/ab67616d0000b27303f6fbd3817030884ba916d6,album,https://open.spotify.com/track/3mckyat5lAxzBWCijrrOl8
Freestyle,Lil Baby,undefined,Too Hard,https://i.scdn.co/image/ab67616d0000b2735067cc9332e2fdc69ea7b7a9,album,https://open.spotify.com/track/5BbdKBZO0TH0GhfxUfyhL9
Bust a Move,Future, Lil Uzi Vert,undefined,Pluto x Baby Pluto (Deluxe),https://i.scdn.co/image/ab67616d0000b2738efe5b8d9a3544b98aa6a85e,album,https://open.spotify.com/track/2z0LyXYmPgos95olIAQIO3
changes,XXXTENTACION,undefined,?,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,album,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
War,Drake,undefined,Dark Lane Demo Tapes,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,album,https://open.spotify.com/track/1I55Ea0zVoSKs6MqW7DQ3i
Off Dat,Future, Lil Uzi Vert,undefined,Pluto x Baby Pluto,https://i.scdn.co/image/ab67616d0000b27357928e0363878a71692e6a1f,album,https://open.spotify.com/track/5qk0TivMEVkujTu7xJLKu7
Guilty Pleasure,Attila,undefined,Guilty Pleasure,https://i.scdn.co/image/ab67616d0000b2737aaf5cfaa7d331fd290989ff,album,https://open.spotify.com/track/2b30ZQz3tjdusY5m4ybt8H
Party With The Devil,Attila,undefined,About That Life,https://i.scdn.co/image/ab67616d0000b27364c80c77c2564638b4982f98,album,https://open.spotify.com/track/04v5JbddUidtTzt6pq026S
Ceremony,Casey,undefined,Love Is Not Enough,https://i.scdn.co/image/ab67616d0000b273d9512201322147ca0832fbfe,album,https://open.spotify.com/track/10IvN9j5J4nJixtmPT79im
Colorblind,Movements,undefined,Feel Something,https://i.scdn.co/image/ab67616d0000b273222a7f5b3077122bca25eef0,album,https://open.spotify.com/track/4jhbBCHWjQqWD4cifyuAcA
Mt. Splashmore,Our Past Days,undefined,Pelagic,https://i.scdn.co/image/ab67616d0000b2739901025c5d6288c568f3021a,single,https://open.spotify.com/track/4Pqj5lSLIwtuMMZj6yHXUS
Hood Rat Messiah,Dikembe,undefined,Mediumship,https://i.scdn.co/image/ab67616d0000b273da0b9a1a4c959202261aca7f,album,https://open.spotify.com/track/2iPw6vNZkdiBLIukbQQHjY
Sleep,Casey,undefined,Love Is Not Enough,https://i.scdn.co/image/ab67616d0000b273d9512201322147ca0832fbfe,album,https://open.spotify.com/track/70XYTT6YqpyfvNk4jIMtkB
Still Life,Ambleside,undefined,Still Life,https://i.scdn.co/image/ab67616d0000b2739437351ea463b1023bfb9b5c,single,https://open.spotify.com/track/4bdQLwplVTAHawbLxM9aO7
Teeth,Casey,undefined,Fade,https://i.scdn.co/image/ab67616d0000b2734fd40d872cd3b1e729e2289a,single,https://open.spotify.com/track/365esykt0ceteFZcLP47WM
Wash Away,Ambleside,undefined,Shape Me,https://i.scdn.co/image/ab67616d0000b2733d3d005f74afad950499e08e,single,https://open.spotify.com/track/6cHOi5m75d3W57ezmw4WRr
Tired Eyes,Ambleside,undefined,New Tide,https://i.scdn.co/image/ab67616d0000b273947ba757de682f31b9d94c17,single,https://open.spotify.com/track/7pnCmKJSsxyPObMSTA3HFf
Sorry,Sleep Talk,undefined,Growing Pains,https://i.scdn.co/image/ab67616d0000b273e9ac81f3dce6fe25da858b26,single,https://open.spotify.com/track/0inbvkuJ9Sx7sx63fXorjM
Congratulations,Post Malone, Quavo,undefined,Stoney (Deluxe),https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,album,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
BIGGEST ALLEY OOP,Quavo,undefined,QUAVO HUNCHO,https://i.scdn.co/image/ab67616d0000b273a1fc738279f01eb8086fc44d,album,https://open.spotify.com/track/6Q36XucqrejMId3RydVhch
Blinding Lights,The Weeknd,undefined,After Hours,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,album,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
WHATS POPPIN,Jack Harlow,undefined,Sweet Action,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,album,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
Release,Getter, Midoca,undefined,Visceral,https://i.scdn.co/image/ab67616d0000b2739f42ffd7242ea2f76cfe2332,album,https://open.spotify.com/track/3158gk3gslAHlPrapSLKrA
Rip N Dip,Getter,undefined,Rip N Dip,https://i.scdn.co/image/ab67616d0000b273fbc93b376600efaf6731c262,single,https://open.spotify.com/track/0pjVG8mk3DxVHXqsIHCbee
Nada Y Nadie,Sen Senra,undefined,Nada Y Nadie,https://i.scdn.co/image/ab67616d0000b273a3799ed1e61c32d17cac0cd2,single,https://open.spotify.com/track/5jpYOzDqu7xv75FHk0KIw2
Foreign,Kidd Keo,undefined,Old Times in Gotham,https://i.scdn.co/image/ab67616d0000b27364fc78cba9fbc5a72efba0bc,single,https://open.spotify.com/track/39omrgA6koXAzZsajitFbm
Solita,Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty,undefined,Solita,https://i.scdn.co/image/ab67616d0000b273bc739e4f39cb4d5c253fcb64,single,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
Estamos Bien,Bad Bunny,undefined,X 100PRE,https://i.scdn.co/image/ab67616d0000b2732fbd77033247e889cb7d2ac4,album,https://open.spotify.com/track/2OWVCFTolecLiGZPquvWvT
No Me Conoce - Remix,Jhayco, J Balvin, Bad Bunny,undefined,No Me Conoce (Remix),https://i.scdn.co/image/ab67616d0000b273552837b3e37071cbf3c9dc53,single,https://open.spotify.com/track/7rknFhrVDyxzTJkPSf7LoW
Ignorantes,Bad Bunny, Sech,undefined,Ignorantes,https://i.scdn.co/image/ab67616d0000b273427b8b4d04aef8ed09293b87,single,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct
YO VISTO ASÍ,Bad Bunny,undefined,EL ÚLTIMO TOUR DEL MUNDO,https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,album,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
DÁKITI,Bad Bunny, Jhayco,undefined,DÁKITI,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,single,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X, Jack Harlow,undefined,INDUSTRY BABY (feat. Jack Harlow),https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,single,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
Miss U,Kidd Keo,undefined,Keoland,https://i.scdn.co/image/ab67616d0000b273bd98debf5fb908bfb14cadcb,album,https://open.spotify.com/track/17NW5LLmN6PXrUdknZ6iT1
Como vas?,Kidd Keo,undefined,Como vas?,https://i.scdn.co/image/ab67616d0000b2736a1eb514771abba11fee65d0,single,https://open.spotify.com/track/77E6BhaBLsIMmW5nAyXGTy
Me You,Russ,undefined,There's Really A Wolf,https://i.scdn.co/image/ab67616d0000b273cb045e684adce8d49ada4045,album,https://open.spotify.com/track/4f1QbCjIAgQwnf7ms9NXWx
Who I Smoke,Yungeen Ace, Spinabenz, FastMoney Goon, Whoppa Wit Da Choppa,undefined,Life of Betrayal 2x,https://i.scdn.co/image/ab67616d0000b2739623f0c721b6095b307f4405,album,https://open.spotify.com/track/3093lstvMDfRjvimLc6ViU
Hey Julie! (feat. Lil Yachty),KYLE, Lil Yachty,undefined,Light of Mine (Deluxe),https://i.scdn.co/image/ab67616d0000b27376b063e15d75ade95509f5ed,album,https://open.spotify.com/track/3fVIFpU3VdSEoR82DaYe79
Toosie Slide,Drake,undefined,Toosie Slide,https://i.scdn.co/image/ab67616d0000b2736443676b54522a86f6323e65,single,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
Life Is Good (feat. Drake),Future, Drake,undefined,Life Is Good (feat. Drake),https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,single,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
Outlet,Desiigner,undefined,Outlet,https://i.scdn.co/image/ab67616d0000b273259e94c848cb586cca291feb,single,https://open.spotify.com/track/6E39QsoWB7JjphPF9xCQSN
Sum More,Lil Baby, Lil Yachty,undefined,Too Hard,https://i.scdn.co/image/ab67616d0000b2735067cc9332e2fdc69ea7b7a9,album,https://open.spotify.com/track/4novMmedjP9sZpTKO2SCr8
A-Town,Lil Baby, Marlo,undefined,Harder Than Hard,https://i.scdn.co/image/ab67616d0000b27374c8919641c8c05e3df02e18,album,https://open.spotify.com/track/5MuIBOPNO1mWDaEt7qBtYg
Time Flies,Drake,undefined,Dark Lane Demo Tapes,https://i.scdn.co/image/ab67616d0000b273bba7cfaf7c59ff0898acba1f,album,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7
Prospect (ft. Lil Baby),iann dior, Lil Baby,undefined,I'm Gone,https://i.scdn.co/image/ab67616d0000b27316f00890f319eaccf4dd1570,album,https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt
Life Sucks,Lil Xan,undefined,Life Sucks,https://i.scdn.co/image/ab67616d0000b273c28c47c814721b86aec51129,single,https://open.spotify.com/track/35BLDz1NxUyrnzXMGexS5O
Mine,Bazzi,undefined,COSMIC,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,album,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
Party Girl (Remix),StaySolidRocky, Lil Uzi Vert,undefined,Party Girl (Remix),https://i.scdn.co/image/ab67616d0000b2733601b7f0a9948f84451cdba7,single,https://open.spotify.com/track/0XkmeG97T4mtYlWRJcrxec
Gang Shit No Lame Shit,Key Glock,undefined,Glockoma,https://i.scdn.co/image/ab67616d0000b2731ab3ee1984445d5b9d5158ea,album,https://open.spotify.com/track/6gbiTbclnHlmSIPfmF2zEc
Curse,Bass Santana, XXXTENTACION, Cooliecut, Kin$oul,undefined,XXXTENTACION Presents: Members Only, Vol. 3,https://i.scdn.co/image/ab67616d0000b27381e8dbcc784d8dbc7243ee0e,album,https://open.spotify.com/track/5BYCMWNQqz4nqErN1ReRGL
Knock Knock,SoFaygo,undefined,Angelic 7,https://i.scdn.co/image/ab67616d0000b2735960fbc0c240acd788c6ae2c,album,https://open.spotify.com/track/6aHoPULNO7pSL2ZfUY0bU8
Fukk Sleep (feat. FKA twigs),A$AP Rocky, FKA twigs,undefined,TESTING,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,album,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
The Race - Remix,Tay-K, 21 Savage, Young Nudy,undefined,#SantanaWorld (+),https://i.scdn.co/image/ab67616d0000b273fbfeb7ded12a79fbd98f99e8,album,https://open.spotify.com/track/7d19457woBxmPRCq255YqM
How I Move (feat. Lil Baby),Flipp Dinero, Lil Baby,undefined,LOVE FOR GUALA,https://i.scdn.co/image/ab67616d0000b273b164878e278ee736452836c7,album,https://open.spotify.com/track/14X1WxiHXdVRJ99cMCBzOE
All Mine,Kanye West,undefined,ye,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,album,https://open.spotify.com/track/3U21A07gAloCc4P7J8rxcn
a m a r i,J. Cole,undefined,The Off-Season,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f,album,https://open.spotify.com/track/2cnKST6T9qUo2i907lm8zX
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk, Lil Baby, Polo G,undefined,Just Cause Y'all Waited 2,https://i.scdn.co/image/ab67616d0000b273199263165b6ac27f20a05044,album,https://open.spotify.com/track/2h4cmbyb6S7e8igDZIITJU
Lemonade - Remix,Internet Money, Don Toliver, Roddy Ricch,undefined,B4 The Storm (Complete Edition),https://i.scdn.co/image/ab67616d0000b273647dcecd4700db10d49606ef,album,https://open.spotify.com/track/57FNYz14MjKVoRTbxtv4A1
Dark Knight Dummo,Trippie Redd, Travis Scott,undefined,LIFE'S A TRIP,https://i.scdn.co/image/ab67616d0000b273d959c12f4de683c39a1bafe3,album,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
Cry Alone,Lil Peep,undefined,Come Over When You're Sober, Pt. 2,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319,album,https://open.spotify.com/track/4kQazx3VMaDKUG1IIaC94i
Spotlight,Marshmello, Lil Peep,undefined,Spotlight,https://i.scdn.co/image/ab67616d0000b273106de83d0b714c2de73dab41,single,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
Life is Beautiful,Lil Peep,undefined,Come Over When You're Sober, Pt. 2,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319,album,https://open.spotify.com/track/5rYpwP1dHWGVMrSZbTmt3e
white tee,Lil Peep, Lil Tracy,undefined,crybaby,https://i.scdn.co/image/ab67616d0000b2733786aacf75e7983fdb770402,album,https://open.spotify.com/track/6KjkgYu4mjsMVYy4aCzyw6
witchblades,Lil Peep, Lil Tracy,undefined,CASTLES II,https://i.scdn.co/image/ab67616d0000b273687ba13245209baae15d512a,single,https://open.spotify.com/track/5GLW3IBX8Nhsup4bBLyGxa
beamer boy,Lil Peep, Nedarb,undefined,beamer boy,https://i.scdn.co/image/ab67616d0000b273005f9cbd11f91649ee093ff6,single,https://open.spotify.com/track/7hf89cT5FEmLV5E9fjrjG7
Save That Shit,Lil Peep,undefined,Come Over When You're Sober, Pt. 1,https://i.scdn.co/image/ab67616d0000b273b006ef6c1ce94763bb407519,album,https://open.spotify.com/track/0S0vWvyZ6Rc79TXkWxT9QA
Star Shopping,Lil Peep,undefined,Star Shopping,https://i.scdn.co/image/ab67616d0000b273e813c020ab6245eae154ec16,single,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
Praying to the Sky (Acoustic),Yung Tide,undefined,Rip Peep,https://i.scdn.co/image/ab67616d0000b273b0d8ea4c2dc1df7bc9eb4c8a,album,https://open.spotify.com/track/5RtW0EFRNFhHQVQrR39kMC
1 0 0 . m i l ‘ (with Bas),J. Cole, Bas,undefined,The Off-Season,https://i.scdn.co/image/ab67616d0000b27310e6745bb2f179dd3616b85f,album,https://open.spotify.com/track/4n6NDfYake476trCjJRNl0
For The Night (feat. Lil Baby & DaBaby),Pop Smoke, Lil Baby, DaBaby,undefined,Shoot For The Stars Aim For The Moon,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,album,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
Lust,Lil Skies,undefined,Lust,https://i.scdn.co/image/ab67616d0000b273bb11e28004e40399c56be202,single,https://open.spotify.com/track/3zmySiBrjkMtbbtKSff2Pd
Pretty Boy (feat. Lil Yachty),Joji, Lil Yachty,undefined,Nectar,https://i.scdn.co/image/ab67616d0000b27353f6fa0d2589c6a7174f4b81,album,https://open.spotify.com/track/0f1G5SHFoFC9lO03gHCGVS
Will He,Joji,undefined,In Tongues (Deluxe),https://i.scdn.co/image/ab67616d0000b2738e947f66f6d4eeaa56a28767,album,https://open.spotify.com/track/7wvwXi9Z66dcH5t202vVkN
SLOW DANCING IN THE DARK,Joji,undefined,BALLADS 1,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,album,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
YEAH RIGHT,Joji,undefined,BALLADS 1,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,album,https://open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14
Running,Tom Tripp,undefined,Running,https://i.scdn.co/image/ab67616d0000b27313b7d0e4941436a1840a7d06,single,https://open.spotify.com/track/6A6XVBBYqsyPHmKzHJXoTs
A Palé,ROSALÍA,undefined,A Palé,https://i.scdn.co/image/ab67616d0000b2735e1e5d5e5ad025f17e37fd2a,single,https://open.spotify.com/track/23zJcKwLf5CeaKVbFhrWgF
Antes de Morirme (feat. ROSALÍA),C. Tangana, ROSALÍA,undefined,Antes de Morirme (feat. ROSALÍA),https://i.scdn.co/image/ab67616d0000b273ef9ec5caddd889a959662b4e,single,https://open.spotify.com/track/4Dl8bEzhAEGbcwkQawS1XG
Blinding Lights (with ROSALÍA) - Remix,The Weeknd, ROSALÍA,undefined,Blinding Lights (Remix),https://i.scdn.co/image/ab67616d0000b2734abb0f8259dc9f2feb0dfe18,single,https://open.spotify.com/track/7MXgrcOQAJ5VwSNUL0lDd3
PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,undefined,El Mal Querer,https://i.scdn.co/image/ab67616d0000b273f4d64a6a6b7e24b6bd9f009f,album,https://open.spotify.com/track/5r8mGKhCDIVWb3AG4hm0l0
Balenciaga,Ozuna, Ele A El Dominio,undefined,Balenciaga,https://i.scdn.co/image/ab67616d0000b273583a2fc7c27e4b5f0b73db3f,single,https://open.spotify.com/track/3iIZvct75tkk1CwbqVjsry
Yo x Ti, Tu x Mi,ROSALÍA, Ozuna,undefined,Yo x Ti, Tu x Mi,https://i.scdn.co/image/ab67616d0000b273694844fd046ab81e5dc9a4cf,single,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
I Am the Antichrist to You,Kishi Bashi,undefined,151a,https://i.scdn.co/image/ab67616d0000b27344243c7a1d8b2d58e4973d87,album,https://open.spotify.com/track/4d3pqEn7wgILCKDhUbv1wx
A Secret Door,Avatar,undefined,Hunter Gatherer,https://i.scdn.co/image/ab67616d0000b273620446df4a72f470ad56ad1d,album,https://open.spotify.com/track/2R5gf84MOqbOg1vlXD5eVZ
Tunnel Vision,mildrage,undefined,EMERGENCE,https://i.scdn.co/image/ab67616d0000b27352cb5fa454a1d28e071ddad7,single,https://open.spotify.com/track/4OC6xQ1iBIvJZXG3bnCulV
Wirepuller,mildrage,undefined,EMERGENCE,https://i.scdn.co/image/ab67616d0000b27352cb5fa454a1d28e071ddad7,single,https://open.spotify.com/track/19ZkfEJfVCQd7ifk8FR2XK
Rain (from The Suicide Squad),grandson, Jessie Reyez,undefined,Rain (from The Suicide Squad),https://i.scdn.co/image/ab67616d0000b273d2b7b9661b9fa8feb3aa9ee1,single,https://open.spotify.com/track/6gi7qsHSH2JWZsTRHndxqm
